"1 _ A","1 _ B","V4","V5","4 _ L","4 _ U","4 _ Y","4 _ Z","5 _ G","5 _ GG","6 _ AA","6 _ C","6 _ CC","6 _ D","6 _ E","6 _ FF","6 _ I","6 _ J","6 _ K","6 _ M","6 _ Q","6 _ R","6 _ W","6 _ X","7 _ BB","7 _ DD","7 _ FF","7 _ H","7 _ J","7 _ N","7 _ O","7 _ V","7 _ Z","V35","9 _ f","9 _ t","10 _ f","10 _ t","V40","12 _ f","12 _ t","13 _ g","13 _ p","13 _ s","V46","V47","V47.1"
"0","1",0.934573557029418,-0.135335987199757,"0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.652441978469324,"1","0","1","0",-0.493528602678215,"1","0","1","0","0",-0.417012653573502,-0.176078203823709,"-"
"0","1",-0.326572164562277,-0.503945835529338,"0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",-0.514985482524176,"1","0","1","0",-0.493528602678215,"0","1","1","0","0",2.6409801722238,0.572467516038029,"-"
"0","1",0.21756082839232,-0.403507184758335,"0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",-0.664394717247163,"1","0","1","0",-0.493528602678215,"1","0","1","0","0",-0.00314896286409331,-0.195271683820164,"-"
"0","1",0.629444806953853,-0.604384486300341,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.514985482524176,"1","0","1","0",-0.493528602678215,"0","1","1","0","0",0.686623854984922,-0.194887814220235,"-"
"0","1",2.52793517622297,0.450221346795191,"0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",-0.664394717247163,"1","0","1","0",-0.493528602678215,"1","0","1","0","0",-1.03780818963762,-0.192968466220589,"-"
"0","0",0.0980587069528042,-0.654603811685843,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.58969009988567,"1","0","1","0",-0.493528602678215,"0","1","1","0","0",1.10048754569433,-0.171855638224489,"-"
"0","1",-0.340115738325422,-0.0519719070598245,"0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",0.0826514563677744,"1","0","1","0",-0.493528602678215,"1","0","1","0","0",0.111813173444076,0.0369694241369396,"-"
"0","1",2.57414266317958,-0.847446021166168,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.489585912621268,"0","1","0","1",0.123382150669554,"0","1","1","0","0",-0.00314896286409331,-0.195271683820164,"-"
"0","1",-0.254074210888971,-0.654603811685843,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0",0.00794683900628061,"1","0","0","1",-0.287891684895625,"0","1","1","0","0",-0.46299750809677,-0.19469587942027,"-"
"1","0",-0.386323225282035,-0.55416516091484,"0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0",-0.664394717247163,"1","0","1","0",-0.493528602678215,"0","1","1","0","0",0.548669291415119,-0.195079749020199,"-"
"0","1",-0.704995549120745,-0.838406542596778,"0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",-0.664394717247163,"1","0","1","0",-0.493528602678215,"1","0","1","0","0",-0.46299750809677,-0.195271683820164,"-"
"0","1",-0.678705082404052,1.35416920373422,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.216167013078201,"1","0","1","0",-0.493528602678215,"0","1","1","0","0",-1.03780818963762,0.572467516038029,"-"
"0","1",-0.0214434144867122,-0.637529241054772,"0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.489585912621268,"1","0","1","0",-0.493528602678215,"0","1","0","0","1",-1.03780818963762,-0.195271683820164,"-"
"0","1",0.450191624794579,-0.55416516091484,"0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.58969009988567,"1","0","1","0",-0.493528602678215,"0","1","1","0","0",0.232523416567653,-0.195271683820164,"-"
"1","0",-1.19654760864196,-0.922775009244421,"0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.365576247801188,"1","0","0","1",-0.0822547671130358,"0","1","1","0","0",0.801585991293091,-0.195079749020199,"-"
"0","1",0.808697989113128,-0.687748566440274,"0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.615089669788577,"1","0","1","0",-0.493528602678215,"1","0","1","0","0",-0.0721262446489948,-0.195271683820164,"-"
"1","0",-0.917709325283084,-0.922775009244421,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0",-0.652441978469324,"1","0","1","0",-0.493528602678215,"0","1","1","0","0",1.1464724002176,-0.195271683820164,"-"
"0","1",0.111602280715949,-0.353287859372834,"0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.615089669788577,"1","0","1","0",-0.493528602678215,"0","1","1","0","0",-0.348035371788601,-0.195271683820164,"-"
"1","0",0.456565071271353,-0.00978767373600325,"0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",-0.664394717247163,"1","0","1","0",-0.493528602678215,"1","0","1","0","0",-0.118111099172262,-0.195271683820164,"-"
"1","0",-0.0612774549665509,0.148905394482182,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0",0.9791068647057,"1","0","1","0",-0.493528602678215,"0","1","0","0","1",-0.46299750809677,-0.195271683820164,"-"
"0","1",-0.632497595447439,-0.453726510143837,"0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",-0.638995147344255,"1","0","1","0",-0.493528602678215,"0","1","1","0","0",-0.46299750809677,0.612389954430655,"-"
"0","1",-0.333742291848648,-0.847446021166168,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0",-0.664394717247163,"1","0","1","0",-0.493528602678215,"1","0","1","0","0",-0.46299750809677,-0.195271683820164,"-"
"0","1",-1.12325297415905,-0.88862586798228,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.57773736110783,"1","0","1","0",-0.493528602678215,"1","0","0","0","1",0.111813173444076,-0.195271683820164,"-"
"0","1",-0.525742366961471,-0.55416516091484,"0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",-0.615089669788577,"1","0","0","1",-0.0822547671130358,"1","0","1","0","0",0.801585991293091,0.0542435561337489,"-"
"0","1",0.940947003506192,-0.704823137071344,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0",3.48171154631574,"1","0","0","1",-0.287891684895625,"0","1","1","0","0",0.985525409386161,-0.173774986224134,"-"
"1","0",-0.658788062164132,0.282488800007616,"0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.615089669788577,"1","0","1","0",-0.493528602678215,"1","0","1","0","0",0.226775309752245,-0.00333688385561554,"-"
"0","1",0.669278847433692,-0.612419578362021,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.615089669788577,"1","0","1","0",-0.493528602678215,"1","0","0","0","1",1.26143453652577,-0.195271683820164,"-"
"1","0",-0.5926635549676,1.35416920373422,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0",0.232060691090762,"1","0","1","0",-0.493528602678215,"0","1","1","0","0",-0.922846053329446,-0.192200727020731,"-"
"0","1",-0.764746609840503,-0.805261787842347,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0",-0.440280865162682,"1","0","1","0",-0.493528602678215,"0","1","1","0","0",-0.279058090003699,-0.194887814220235,"-"
"0","1",0.157809767672562,-0.453726510143837,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0",1.42733456887466,"1","0","1","0",-0.493528602678215,"0","1","1","0","0",0.571661718676752,-0.195271683820164,"-"
"0","1",-0.373576332328487,1.65548515604723,"0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",-0.664394717247163,"1","0","1","0",-0.493528602678215,"0","1","1","0","0",-0.233073235480432,0.0177759441404848,"-"
"1","0",1.11382673918869,-0.034897336428754,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0",-0.365576247801188,"1","0","1","0",-0.493528602678215,"0","1","0","0","1",0.341737446060414,-0.195271683820164,"-"
"0","1",-0.379949778805261,-0.646568719624162,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0",-0.627042408566416,"1","0","1","0",-0.493528602678215,"1","0","1","0","0",-0.46299750809677,-0.195271683820164,"-"
"0","0",-0.22698706336268,-0.838406542596778,"0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.652441978469324,"1","0","1","0",-0.493528602678215,"1","0","1","0","0",0.456699582368583,-0.00256914465575735,"-"
"1","0",-0.811750777606713,-0.855481113227849,"0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",-0.365576247801188,"1","0","1","0",-0.493528602678215,"1","0","1","0","0",0.456699582368583,-0.195271683820164,"-"
"0","1",-0.187153022882841,1.95680110836024,"0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.627042408566416,"1","0","1","0",-0.493528602678215,"1","0","1","0","0",-1.03780818963762,-0.140378331030303,"-"
"0","1",-0.824497670560262,-0.788187217211277,"0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.0667577783552132,"1","0","1","0",-0.493528602678215,"0","1","0","0","1",0.341737446060414,-0.195271683820164,"-"
"0","1",0.270938442635305,-0.687748566440274,"0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",-0.627042408566416,"1","0","1","0",-0.493528602678215,"0","1","1","0","0",1.49135880914211,0.668434916020303,"-"
"0","1",0.204017254629175,-0.90570043861335,"0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",0.530879160536737,"1","0","1","0",-0.493528602678215,"0","1","0","0","1",1.37639667283394,-0.195271683820164,"-"
"0","1",0.968034151032483,0.0484667437111785,"0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",0.00794683900628061,"1","0","1","0",-0.493528602678215,"0","1","1","0","0",-0.227325128665023,-0.195271683820164,"-"
"1","0",-0.665161508640907,0.450221346795191,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.615089669788577,"1","0","1","0",-0.493528602678215,"1","0","1","0","0",-0.118111099172262,-0.195271683820164,"-"
"1","0",-0.532912494247842,-0.453726510143837,"0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",0.680288395259725,"1","0","1","0",-0.493528602678215,"1","0","1","0","0",0.111813173444076,-0.10774941503633,"-"
"1","0",2.05630013694168,-0.102191232445326,"0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",0.829697629982712,"1","0","1","0",-0.493528602678215,"0","1","1","0","0",-1.03780818963762,-0.194503944620306,"-"
"0","1",-0.712165676407116,1.34613411167254,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.190767443175293,"1","0","1","0",-0.493528602678215,"0","1","1","0","0",-0.46299750809677,0.0373532937368687,"-"
"0","1",0.23747784863224,0.148905394482182,"0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.216167013078201,"1","0","1","0",-0.493528602678215,"0","1","1","0","0",-0.692921780713108,-0.195271683820164,"-"
"0","1",-0.672331635927278,-0.654603811685843,"0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.503032743746337,"1","0","1","0",-0.493528602678215,"0","1","1","0","0",-0.348035371788601,-0.182412052222539,"-"
"0","1",-0.784663630080423,-0.955919763998852,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.514985482524176,"1","0","1","0",-0.493528602678215,"0","1","0","0","1",-1.03780818963762,-0.195271683820164,"-"
"0","1",-0.346489184802196,1.97387567899131,"0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",-0.664394717247163,"1","0","1","0",-0.493528602678215,"0","1","1","0","0",-0.0146451764949102,-0.195271683820164,"-"
"0","1",-0.645244488400987,-0.921770622736711,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.638995147344255,"1","0","1","0",-0.493528602678215,"1","0","0","0","1",-1.03780818963762,-0.195271683820164,"-"
"0","1",-1.26267211583849,0.450221346795191,"0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.365576247801188,"1","0","1","0",-0.493528602678215,"1","0","1","0","0",2.41105589960746,-0.195271683820164,"-"
"0","1",0.709112887913531,0.0484667437111785,"0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",-0.601642838663509,"1","0","1","0",-0.493528602678215,"1","0","1","0","0",2.12365055883704,-0.195271683820164,"-"
"0","1",-0.286738124082438,1.55504650527622,"0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",-0.58969009988567,"1","0","1","0",-0.493528602678215,"0","1","1","0","0",3.10082871745647,-0.195271683820164,"-"
"0","1",-0.499451900244777,-0.847446021166168,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.365576247801188,"1","0","1","0",-0.493528602678215,"0","1","1","0","0",-0.348035371788601,-0.195079749020199,"-"
"0","1",0.808697989113128,-0.704823137071344,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0",-0.58969009988567,"1","0","1","0",-0.493528602678215,"1","0","1","0","0",-1.03780818963762,-0.157844397827077,"-"
"1","0",0.164183214149336,-0.629494148993092,"0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.503032743746337,"1","0","1","0",-0.493528602678215,"0","1","1","0","0",-1.03780818963762,-0.195271683820164,"-"
"0","1",-0.0947380489696156,-0.546130068853159,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0",-0.652441978469324,"1","0","1","0",-0.493528602678215,"1","0","1","0","0",-0.302050517265333,-0.195079749020199,"-"
"1","0",-0.5926635549676,-0.838406542596778,"0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",-0.627042408566416,"1","0","1","0",-0.493528602678215,"1","0","1","0","0",-0.348035371788601,-0.178573356223248,"-"
"0","1",-0.386323225282035,1.55504650527622,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0",-0.290871630439694,"1","0","1","0",-0.493528602678215,"0","1","1","0","0",-1.03780818963762,-0.192008792220766,"-"
"0","1",-0.00152639424679277,-0.537090590283769,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.638995147344255,"1","0","1","0",-0.493528602678215,"1","0","1","0","0",0.686623854984922,-0.195271683820164,"-"
"0","1",-0.818124224083488,0.065541314342249,"0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.57773736110783,"1","0","1","0",-0.493528602678215,"1","0","1","0","0",-0.233073235480432,-0.159955680626687,"-"
"0","1",-0.167236002642922,-0.880590775920599,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.57773736110783,"1","0","1","0",-0.493528602678215,"1","0","1","0","0",0.226775309752245,-0.168400811825127,"-"
"1","0",1.66512985942966,0.349782696024188,"0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",0.25746026099367,"1","0","1","0",-0.493528602678215,"0","1","1","0","0",-0.618196392112798,-0.195271683820164,"-"
"1","0",-0.665161508640907,-0.88862586798228,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0",-0.440280865162682,"1","0","1","0",-0.493528602678215,"1","0","0","0","1",-0.118111099172262,-0.195271683820164,"-"
"0","1",0.23747784863224,0.065541314342249,"0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",-0.34017667789828,"1","0","1","0",-0.493528602678215,"0","1","1","0","0",1.72128308175844,-0.195271683820164,"-"
"1","0",3.06569472270079,0.249344045253185,"0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",-0.664394717247163,"1","0","1","0",-0.493528602678215,"1","0","0","0","1",-1.03780818963762,-0.195271683820164,"-"
"1","0",0.741776801106999,0.676208311029947,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.615089669788577,"1","0","0","1",-0.0822547671130358,"1","0","1","0","0",-1.03780818963762,-0.191816857420802,"-"
"1","0",-0.91133587880631,-0.822336358473418,"0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.365576247801188,"1","0","0","1",-0.287891684895625,"1","0","1","0","0",10.4584054411793,-0.194887814220235,"-"
"0","1",-1.19654760864196,-0.328178196680083,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0",-0.638995147344255,"1","0","0","1",-0.287891684895625,"1","0","1","0","0",-1.03780818963762,-0.194120075020376,"-"
"0","1",-1.1105060812055,-0.90570043861335,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0",-0.564290529982762,"1","0","0","1",0.329019068452143,"1","0","1","0","0",-0.118111099172262,-0.193736205420447,"-"
"0","1",0.0183906259931266,-0.386432614127265,"0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",-0.664394717247163,"1","0","0","1",0.534655986234733,"1","0","1","0","0",-0.0261413901257271,-0.16724920302534,"-"
"0","1",-0.465991306241713,-0.353287859372834,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.290871630439694,"1","0","0","1",-0.287891684895625,"1","0","1","0","0",-1.03780818963762,-0.191049118220944,"-"
"1","0",-0.665161508640907,-0.797226695780667,"0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.638995147344255,"1","0","1","0",-0.493528602678215,"1","0","1","0","0",-0.210080808218798,-0.195271683820164,"-"
"0","1",0.761693821346918,-0.654603811685843,"0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",-0.664394717247163,"1","0","1","0",-0.493528602678215,"1","0","0","0","1",0.686623854984922,-0.195271683820164,"-"
"0","1",-0.698622102643971,-0.863516205289529,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.627042408566416,"1","0","1","0",-0.493528602678215,"0","1","1","0","0",0.571661718676752,-0.184715269822114,"-"
"1","0",-0.698622102643971,-0.704823137071344,"0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",0.306765308452256,"1","0","1","0",-0.493528602678215,"1","0","1","0","0",0.571661718676752,-0.195271683820164,"-"
"0","1",-0.678705082404052,-0.930810101306101,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.627042408566416,"1","0","1","0",-0.493528602678215,"1","0","1","0","0",0.111813173444076,-0.181836247822645,"-"
"0","1",-0.5926635549676,-0.596349394238661,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.503032743746337,"1","0","1","0",-0.493528602678215,"0","1","1","0","0",-0.256065662742065,-0.195079749020199,"-"
"0","1",0.589610766474015,-0.814301266411737,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.552337791204923,"1","0","0","1",-0.0822547671130358,"1","0","1","0","0",0.255515843829287,-0.0993042838378897,"-"
"1","0",-0.353659312088568,-0.445691418082156,"0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",-0.664394717247163,"1","0","1","0",-0.493528602678215,"0","1","1","0","0",-0.00314896286409331,-0.183755595822291,"-"
"0","1",0.317145929591917,-0.453726510143837,"0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.365576247801188,"1","0","1","0",-0.493528602678215,"0","1","1","0","0",0.16929424159816,-0.195271683820164,"-"
"0","1",-0.844414690800181,-0.737967891825775,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0",-0.216167013078201,"1","0","1","0",-0.493528602678215,"1","0","1","0","0",-0.417012653573502,-0.193928140220412,"-"
"0","1",-0.127401962163083,-0.704823137071344,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0",-0.141462395716707,"1","0","1","0",-0.493528602678215,"1","0","1","0","0",0.111813173444076,-0.195271683820164,"-"
"0","1",-0.386323225282035,-0.788187217211277,"0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.316271200342602,"1","0","1","0",-0.493528602678215,"1","0","1","0","0",-0.46299750809677,-0.195271683820164,"-"
"0","1",0.211187381915546,-0.521020406160409,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.216167013078201,"1","0","1","0",-0.493528602678215,"1","0","0","1","0",-0.348035371788601,-0.195271683820164,"-"
"0","1",-0.512995474007923,-0.704823137071344,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.58969009988567,"1","0","1","0",-0.493528602678215,"1","0","1","0","0",-0.405516439942685,-0.195271683820164,"-"
"1","0",-0.266821103842519,-0.546130068853159,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0",-0.58969009988567,"1","0","1","0",-0.493528602678215,"0","1","1","0","0",-0.00314896286409331,-0.185674943821936,"-"
"0","1",0.516316131991111,-0.788187217211277,"0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.652441978469324,"1","0","1","0",-0.493528602678215,"1","0","1","0","0",-0.348035371788601,-0.194312009820341,"-"
"0","1",1.44604263679055,-0.495910743467658,"0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",-0.57773736110783,"1","0","1","0",-0.493528602678215,"1","0","1","0","0",0.111813173444076,-0.19469587942027,"-"
"0","1",0.204017254629175,-0.88862586798228,"0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.638995147344255,"1","0","1","0",-0.493528602678215,"1","0","1","0","0",-0.00314896286409331,-0.195271683820164,"-"
"0","1",1.65795973214329,-0.353287859372834,"0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",-0.216167013078201,"1","0","1","0",-0.493528602678215,"1","0","1","0","0",-0.00314896286409331,-0.194503944620306,"-"
"0","1",-0.645244488400987,-0.320143104618403,"0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.615089669788577,"1","0","1","0",-0.493528602678215,"1","0","1","0","0",-0.118111099172262,0.00779533454232825,"-"
"0","1",-0.732082696647036,-0.646568719624162,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.638995147344255,"1","0","1","0",-0.493528602678215,"0","1","1","0","0",1.0085178366478,-0.195271683820164,"-"
"0","1",-0.459617859764939,-0.755042462456846,"0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",-0.514985482524176,"1","0","1","0",-0.493528602678215,"1","0","1","0","0",0.111813173444076,-0.195271683820164,"-"
"0","1",2.19571927862111,-0.411542276820015,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",0.0572518864648665,"1","0","1","0",-0.493528602678215,"0","1","1","0","0",0.801585991293091,-0.195271683820164,"-"
"0","1",-0.957543365762923,-0.955919763998852,"0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",-0.664394717247163,"1","0","0","1",0.329019068452143,"1","0","1","0","0",-0.779143382944235,-0.195079749020199,"-"
"0","1",-0.91133587880631,-0.838406542596778,"0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",-0.664394717247163,"1","0","0","1",0.123382150669554,"1","0","1","0","0",0.974029195755344,-0.0476738226474262,"-"
"1","0",1.77746185358281,-0.922775009244421,"0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",-0.664394717247163,"1","0","1","0",-0.493528602678215,"0","1","0","0","1",-0.681425567082291,-0.190089444221121,"-"
